cik_str,ticker,title
0001822145,PRST,Presto Automation Inc.
0001643988,LPTV,"Loop Media, Inc."
0001337013,INFU,"InfuSystem Holdings, Inc"
0001333493,EHTH,"eHealth, Inc."
0001228454,BCBP,BCB BANCORP INC
0001410738,VPLM,Voip-pal.com Inc
0001818331,WGS,GeneDx Holdings Corp.
0001683541,ACB,AURORA CANNABIS INC
0001179821,BGI,BIRKS GROUP INC.
0001621227,ADAP,Adaptimmune Therapeutics PLC
0001325670,FRST,Primis Financial Corp.
0001771910,ADCT,ADC Therapeutics SA
0001675644,FVCB,"FVCBankcorp, Inc."
0001593222,CIO,"City Office REIT, Inc."
0001346830,CARA,"Cara Therapeutics, Inc."
0001859690,ARQQ,Arqit Quantum Inc.
0001848165,PRBM,Parabellum Acquisition Corp.
0001372807,PTMN,Portman Ridge Finance Corp
0001532383,VNJA,VANJIA CORP
0001862490,DCFC,Tritium DCFC Ltd
0000003545,ALCO,"ALICO, INC."
0001505732,BWFG,"Bankwell Financial Group, Inc."
0000809708,EMF,TEMPLETON EMERGING MARKETS FUND
0001258943,MAV,"PIONEER MUNICIPAL HIGH INCOME ADVANTAGE FUND, INC."
0000768835,BIG,BIG LOTS INC
0001472341,GDO,WESTERN ASSET GLOBAL CORPORATE DEFINED OPPORTUNITY FUND INC.
0001140411,PCQ,PIMCO CALIFORNIA MUNICIPAL INCOME FUND
0001832332,AVAH,"Aveanna Healthcare Holdings, Inc."
0001631761,YRD,Yiren Digital Ltd.
0001835378,CTV,Innovid Corp.
0001855644,ZURA,Zura Bio Ltd
0001939780,UCAR,U Power Ltd
0001679268,TUSK,"MAMMOTH ENERGY SERVICES, INC."
0001754226,OBT,"Orange County Bancorp, Inc. /DE/"
0001682811,IHIT,INVESCO HIGH INCOME 2023 TARGET TERM FUND
0001850119,IPSC,"Century Therapeutics, Inc."
0001386067,EOD,ALLSPRING GLOBAL DIVIDEND OPPORTUNITY FUND
0001519505,HIE,Miller/Howard High Income Equity Fund
0001680581,FULC,"Fulcrum Therapeutics, Inc."
0001946216,SYT,"SYLA Technologies Co., Ltd."
0001030997,WILC,G WILLI FOOD INTERNATIONAL LTD
0001289340,STXS,"Stereotaxis, Inc."
0001653909,BIRD,"Allbirds, Inc."
0001665988,BVS,Bioventus Inc.
0001549966,SAMG,Silvercrest Asset Management Group Inc.
0001274792,MACK,MERRIMACK PHARMACEUTICALS INC
0001393883,DHX,"DHI GROUP, INC."
0001803901,TALK,"Talkspace, Inc."
0001788028,JSPR,"Jasper Therapeutics, Inc."
0001302084,NSRCF,NextSource Materials Inc.
0001506251,CTXR,"Citius Pharmaceuticals, Inc."
0001816613,MKFG,Markforged Holding Corp
0001596961,RMBL,"RumbleOn, Inc."
0001869974,OCEA,"Ocean Biomedical, Inc."
0001114925,LTRX,LANTRONIX INC
0001462586,IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.
0001271554,ERLFF,Entree Resources Ltd.
0001840225,FSNB,Fusion Acquisition Corp. II
0001526697,AIF,Apollo Tactical Income Fund Inc.
0000913341,CFFI,C & F FINANCIAL CORP
0001077688,HOFT,HOOKER FURNISHINGS Corp
0000716605,PWOD,PENNS WOODS BANCORP INC
0001689731,SSBK,"Southern States Bancshares, Inc."
0001704299,TEAF,ECOFIN SUSTAINABLE & SOCIAL IMPACT TERM FUND
0001819438,GWH,"ESS Tech, Inc."
0000816332,LYBC,LYONS BANCORP INC
0001313275,BCOV,BRIGHTCOVE INC
0001797768,KNTE,Kinnate Biopharma Inc.
0000018255,CATO,CATO CORP
0001836100,PUCK,Goal Acquisitions Corp.
0001604464,ATRA,"Atara Biotherapeutics, Inc."
0001007587,KVHI,KVH INDUSTRIES INC DE
0001785680,HYW,Hywin Holdings Ltd.
0001651625,ACIU,AC Immune SA
0001010134,ICTSF,ICTS INTERNATIONAL N V
0001824185,HHLA,HH&L Acquisition Co.
0001835512,LLAP,Terran Orbital Corp
0001156388,BGFV,BIG 5 SPORTING GOODS Corp
0001760854,NBTX,Nanobiotix S.A.
0001503707,NHHS,"NorthStar Healthcare Income, Inc."
0001868269,LATG,LatAmGrowth SPAC
0001555074,AAMC,Altisource Asset Management Corp
0000704440,KRMD,"KORU Medical Systems, Inc."
0001490286,NTG,"Tortoise Midstream Energy Fund, Inc."
0001093428,NSL,NUVEEN SENIOR INCOME FUND
0001557265,PIIVX,Private Shares Fund
0001181504,PZC,PIMCO CALIFORNIA MUNICIPAL INCOME FUND III
0001481792,QUAD,"Quad/Graphics, Inc."
0001434647,ZVRA,"ZEVRA THERAPEUTICS, INC."
0000806279,CVLY,CODORUS VALLEY BANCORP INC
0001864290,MIO,"Pioneer Municipal High Income Opportunities Fund, Inc."
0000784539,EACO,EACO CORP
0000005094,VBF,Invesco Bond Fund
0001550695,PFMT,Performant Financial Corp
0001896049,STIX,"Semantix, Inc."
0001645460,CUE,"Cue Biopharma, Inc."
0000720154,NOTV,"Inotiv, Inc."
0001926599,TDAC,Translational Development Acquisition Corp.
0000318673,SNFCA,SECURITY NATIONAL FINANCIAL CORP
0001036044,INVE,"Identiv, Inc."
0000868278,PRPH,"ProPhase Labs, Inc."
0001822250,WISH,ContextLogic Inc.
0000030125,INSI,Insight Select Income Fund
0001828377,FTCO,Fortitude Gold Corp
0001564180,KNOP,KNOT Offshore Partners LP
0001438423,MRAM,EVERSPIN TECHNOLOGIES INC
0000842717,BRBS,"BLUE RIDGE BANKSHARES, INC."
0001504379,CSTE,Caesarstone Ltd.
0001734520,ALYA,Alithya Group inc
0001127371,CVCY,CENTRAL VALLEY COMMUNITY BANCORP
0001437424,POET,POET TECHNOLOGIES INC.
0001693577,MNSB,"MainStreet Bancshares, Inc."
0001046995,EMAN,EMAGIN CORP
0001327607,MYFW,First Western Financial Inc
0001626878,XBIT,XBiotech Inc.
0000833040,FT,FRANKLIN UNIVERSAL TRUST
0000763563,CHMG,CHEMUNG FINANCIAL CORP
0001721741,LAZY,"Lazydays Holdings, Inc."
0001866782,CDRO,"Codere Online Luxembourg, S.A."
0001842386,VAQC,Vector Acquisition Corp II
0001860482,TOAC,Talon 1 Acquisition Corp
0001576914,MIXT,MiX Telematics Ltd
0001572621,AENZ,AENZA S.A.A.
0001862935,IFIN,InFinT Acquisition Corp
0001871638,BRKH,BurTech Acquisition Corp.
0000921671,GGT,GABELLI MULTIMEDIA TRUST INC.
0000885508,STRS,STRATUS PROPERTIES INC
0001200375,CDXS,"CODEXIS, INC."
0001564584,NIQ,Nuveen Intermediate Duration Quality Municipal Term Fund
0001177162,ENX,EATON VANCE NEW YORK MUNICIPAL BOND FUND
0001881551,NUBI,Nubia Brand International Corp.
0000711669,CBAN,COLONY BANKCORP INC
0001490281,GRPN,"Groupon, Inc."
0000056868,PNRG,PRIMEENERGY RESOURCES CORP
0001132651,ATLO,AMES NATIONAL CORP
0001391437,GRX,Gabelli Healthcare & WellnessRx Trust
0001055726,INO,"INOVIO PHARMACEUTICALS, INC."
0001833909,AGAC,African Gold Acquisition Corp
0001374690,LRMR,"Larimar Therapeutics, Inc."
0000072444,VXRT,"Vaxart, Inc."
0001836295,RTGN,RetinalGenix Technologies Inc.
0001512931,MRCC,MONROE CAPITAL Corp
0001842916,FMIV,Forum Merger IV Corp
0000829365,NTPIF,NAM TAI PROPERTY INC.
0001860871,LGST,Semper Paratus Acquisition Corp
0001453687,SELB,SELECTA BIOSCIENCES INC
0001538847,GLDG,GoldMining Inc.
0001437283,RPMT,"REGO PAYMENT ARCHITECTURES, INC."
0001383057,DBP,Invesco DB Precious Metals Fund
0001425287,WKHS,Workhorse Group Inc.
0001756390,AAWH,"Ascend Wellness Holdings, Inc."
0001889450,FTII,FutureTech II Acquisition Corp.
0001597095,TOUR,Tuniu Corp
0001051627,AXTI,AXT INC
0001486298,BSL,Blackstone Senior Floating Rate 2027 Term Fund
0001074902,LCNB,LCNB CORP
0000033488,ESCA,ESCALADE INC
0001904501,ZTEK,Zentek Ltd.
0001512228,NB,NIOCORP DEVELOPMENTS LTD
0001900402,EVGR,Evergreen Corp
0001832168,LBPH,"Longboard Pharmaceuticals, Inc."
0001725033,XYF,X Financial
0001870925,ENTF,Enterprise 4.0 Technology Acquisition Corp
0001848948,VCXB,10X Capital Venture Acquisition Corp. III
0000850261,SRNEQ,"Sorrento Therapeutics, Inc."
0001831481,FLME,Flame Acquisition Corp.
0001176309,ORMP,ORAMED PHARMACEUTICALS INC.
0001289868,MCN,Madison Covered Call & Equity Strategy Fund
0000818850,NNY,NUVEEN NEW YORK MUNICIPAL VALUE FUND
0001672688,ABSI,Absci Corp
0000886158,BBBYQ,BED BATH & BEYOND INC
0001588871,OAKC,"Oakworth Capital, Inc."
0000830622,PIM,PUTNAM MASTER INTERMEDIATE INCOME TRUST
0000803164,COFS,CHOICEONE FINANCIAL SERVICES INC
0000778164,ALTO,"Alto Ingredients, Inc."
0001832950,KRNL,"Kernel Group Holdings, Inc."
0001865701,KYCH,Keyarch Acquisition Corp
0000796534,NKSH,NATIONAL BANKSHARES INC
0001057861,DHF,BNY MELLON HIGH YIELD STRATEGIES FUND
0001832038,IVVD,"Invivyd, Inc."
0001499832,TSQ,"Townsquare Media, Inc."
0001814423,IH,iHuman Inc.
0001873441,BCSA,Blockchain Coinvestors Acquisition Corp. I
0001841610,ROSS,Ross Acquisition Corp II
0001026655,CMT,CORE MOLDING TECHNOLOGIES INC
0001865111,ALSA,Alpha Star Acquisition Corp
0001815776,GRPH,"Graphite Bio, Inc."
0001913971,BPRN,"Princeton Bancorp, Inc."
0001725123,CANG,Cango Inc.
0001819810,RDW,Redwire Corp
0000891532,PESI,PERMA FIX ENVIRONMENTAL SERVICES INC
0001641631,XAIR,"Beyond Air, Inc."
0001701809,CBH,Virtus Convertible & Income 2024 Target Term Fund
0001832871,BMN,BlackRock 2037 Municipal Target Term Trust
0001907730,YOTA,Yotta Acquisition Corp
0001901886,AFAR,Aura Fat Projects Acquisition Corp
0001779474,MAPS,"WM TECHNOLOGY, INC."
0000818033,HRTX,"HERON THERAPEUTICS, INC. /DE/"
0000842517,ISBA,ISABELLA BANK Corp
0001622996,ACBM,"ACRO BIOMEDICAL CO., LTD."
0000738214,AMTX,"AEMETIS, INC"
0001549922,SMLP,"Summit Midstream Partners, LP"
0001877557,WEL,Integrated Wellness Acquisition Corp
0001852407,FEXD,Fintech Ecosystem Development Corp.
0001856948,CHEA,Chenghe Acquisition Co.
0001885998,ROCL,Roth CH Acquisition V Co.
0001656634,GRTS,"Gritstone bio, Inc."
0000858706,GF,NEW GERMANY FUND INC
0001119769,CRNT,CERAGON NETWORKS LTD
0001408534,FGBI,"First Guaranty Bancshares, Inc."
0001275158,NDLS,NOODLES & Co
0001572334,VABK,Virginia National Bankshares Corp
0001922858,EFHT,EF Hutton Acquisition Corp I
0001528115,ANNX,"Annexon, Inc."
0001228509,EHI,WESTERN ASSET GLOBAL HIGH INCOME FUND INC.
0001662579,CCCC,"C4 Therapeutics, Inc."
0001826892,BCAB,"BioAtla, Inc."
0001840877,ANZU,Anzu Special Acquisition Corp I
0001616788,LGYV,LEGACY VENTURES INTERNATIONAL INC.
0001523836,LITB,"LightInTheBox Holding Co., Ltd."
0001449488,CCLP,CSI Compressco LP
0001716583,HYZN,Hyzon Motors Inc.
0000100378,TWIN,TWIN DISC INC
0001865191,TGVC,TG Venture Acquisition Corp.
0001864032,ADRT,Ault Disruptive Technologies Corp
0000891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND
0000825345,HYB,NEW AMERICA HIGH INCOME FUND INC
0001769804,AUGX,"Augmedix, Inc."
0001573221,REAL,"TheRealReal, Inc."
0001845368,HCMA,HCM Acquisition Corp
0001401667,PBYI,"PUMA BIOTECHNOLOGY, INC."
0001382230,ESSA,"ESSA Bancorp, Inc."
0000095574,SGC,"SUPERIOR GROUP OF COMPANIES, INC."
0001813756,WE,WeWork Inc.
0001522767,MRMD,MARIMED INC.
0001496443,PAYS,"Paysign, Inc."
0001769759,MGRM,MONOGRAM ORTHOPAEDICS INC
0001615165,VERI,"Veritone, Inc."
0001804583,RAASY,Cloopen Group Holding Ltd
0001824153,LHC,Leo Holdings Corp. II
0001031316,FSP,FRANKLIN STREET PROPERTIES CORP /MA/
0001000209,MFIN,MEDALLION FINANCIAL CORP
0001633438,AZRE,Azure Power Global Ltd
0001839175,MBAC,M3-Brigade Acquisition II Corp.
0001082038,DRRX,DURECT CORP
0000866273,MTRX,MATRIX SERVICE CO
0001850453,MYNA,Mynaric AG
0000352825,FSTR,FOSTER L B CO
0001245648,FLC,FLAHERTY & CRUMRINE TOTAL RETURN FUND INC
0001725293,GRIN,Grindrod Shipping Holdings Ltd.
0001506929,VRDR,"VERDE RESOURCES, INC."
0001835814,NSTD,Northern Star Investment Corp. IV
0001487610,NHS,Neuberger Berman High Yield Strategies Fund Inc.
0000855874,TCFC,COMMUNITY FINANCIAL CORP /MD/
0001914818,STBX,Starbox Group Holdings Ltd.
0001462056,BLZE,"Backblaze, Inc."
0001832161,KEYR,KeyStar Corp.
0001495320,VRA,"Vera Bradley, Inc."
0001886799,BGXX,Bright Green Corp
0001563880,TRVI,"Trevi Therapeutics, Inc."
0001780531,OCFT,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD."
0001417802,IDE,"Voya Infrastructure, Industrials & Materials Fund"
0001600641,DIBS,"1stdibs.com, Inc."
0001838672,ADTH,"AdTheorent Holding Company, Inc."
0001861841,ARBE,Arbe Robotics Ltd.
0000803016,CFNB,CALIFORNIA FIRST LEASING CORP
0001504678,LOOP,"Loop Industries, Inc."
0001778784,PVBC,"Provident Bancorp, Inc. /MD/"
0001060219,SAL,"SALISBURY BANCORP, INC."
0001738827,KLXE,"KLX Energy Services Holdings, Inc."
0001886268,SHUA,SHUAA Partners Acquisition Corp I
0001443575,AVBH,"Avidbank Holdings, Inc."
0000728387,CATX,"Perspective Therapeutics, Inc."
0001835817,NSTC,Northern Star Investment Corp. III
0001259429,OXSQ,Oxford Square Capital Corp.
0001651561,TRHC,"Tabula Rasa HealthCare, Inc."
0001157762,CAAS,CHINA AUTOMOTIVE SYSTEMS INC
0000050471,PCYG,PARK CITY GROUP INC
0000895456,RCKY,"ROCKY BRANDS, INC."
0001843248,GSD,"Global System Dynamics, Inc."
0001016838,RDCM,RADCOM LTD
0000849145,HGBL,Heritage Global Inc.
0001095052,PLG,PLATINUM GROUP METALS LTD
0001530979,HNST,"Honest Company, Inc."
0001742341,HKIT,HiTek Global Inc.
0001839341,CORZQ,"Core Scientific, Inc./tx"
0001876431,PRE,Prenetics Global Ltd
0001341170,ESEA,EUROSEAS LTD.
0000041719,GLT,Glatfelter Corp
0001826889,BODY,"Beachbody Company, Inc."
0001844642,LCA,"Landcadia Holdings IV, Inc."
0001562151,CWGL,"Crimson Wine Group, Ltd"
0000810766,CIK,CREDIT SUISSE ASSET MANAGEMENT INCOME FUND INC
0001499961,MULN,MULLEN AUTOMOTIVE INC.
0001468327,RENT,"Rent the Runway, Inc."
0001232582,AHT,ASHFORD HOSPITALITY TRUST INC
0001799788,GLSI,"Greenwich LifeSciences, Inc."
0001006281,PLX,"Protalix BioTherapeutics, Inc."
0001828937,FOA,Finance of America Companies Inc.
0001775625,SDC,"SmileDirectClub, Inc."
0001838359,RGTI,"Rigetti Computing, Inc."
0000315374,HURC,HURCO COMPANIES INC
0001612940,PRQR,ProQR Therapeutics N.V.
0001620737,OGI,ORGANIGRAM HOLDINGS INC.
0001059213,DNIF,DIVIDEND & INCOME FUND
0001347858,XXII,"22nd Century Group, Inc."
0001434868,ESPR,"Esperion Therapeutics, Inc."
0001931691,MOBV,Mobiv Acquisition Corp
0001840317,PLMI,Plum Acquisition Corp. I
0001371782,MVO,MV Oil Trust
0001504234,BGX,Blackstone Long-Short Credit Income Fund
0001813814,MNMD,Mind Medicine (MindMed) Inc.
0001843100,SAMA,Schultze Special Purpose Acquisition Corp. II
0001589420,FPL,FIRST TRUST NEW OPPORTUNITIES MLP & ENERGY FUND
0001827871,TLGA,TLG Acquisition One Corp.
0000830487,MHF,WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.
0001879814,TLGY,TLGY ACQUISITION CORP
0001396033,LL,"LL Flooring Holdings, Inc."
0001711754,INMB,"Inmune Bio, Inc."
0001353613,FXY,Invesco CurrencyShares Japanese Yen Trust
0001494650,OPTN,"OptiNose, Inc."
0001560241,GTHX,"G1 Therapeutics, Inc."
0001775898,UCL,uCloudlink Group Inc.
0000855787,APHE,ALPHA ENERGY INC
0001709164,HBB,Hamilton Beach Brands Holding Co
0001133311,TZOO,TRAVELZOO
0001834336,FSRX,Finserv Acquisition Corp. II
0001912582,FLFV,Feutune Light Acquisition Corp
0001819175,PIAI,Prime Impact Acquisition I
0000928465,DIT,AMCON DISTRIBUTING CO
0001452477,SEVN,Seven Hills Realty Trust
0001819498,TWLV,Twelve Seas Investment Co. II
0001682220,SACH,Sachem Capital Corp.
0001719714,MREO,Mereo Biopharma Group plc
0000901243,MUA,"BLACKROCK MUNIASSETS FUND, INC."
0001840161,FRXB,Forest Road Acquisition Corp. II
0000831655,MPV,BARINGS PARTICIPATION INVESTORS
0001938865,TCJH,Top KingWin Ltd
0001505413,VOC,VOC Energy Trust
0001633932,EPIX,ESSA Pharma Inc.
0001377757,GAU,Galiano Gold Inc.
0001459188,FDOC,"FUEL DOCTOR HOLDINGS, INC."
0001826000,LTCH,"Latch, Inc."
0000700841,RCMT,"RCM TECHNOLOGIES, INC."
0001408443,MIST,Milestone Pharmaceuticals Inc.
0000720500,ASYS,AMTECH SYSTEMS INC
0001951222,LAES,SEALSQ Corp
0000904112,MSD,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC
0000881787,CRT,CROSS TIMBERS ROYALTY TRUST
0000808219,MHGU,MERITAGE HOSPITALITY GROUP INC
0000100726,UFI,UNIFI INC
0001839824,FZT,FAST Acquisition Corp. II
0001838108,RMGC,RMG Acquisition Corp. III
0001851961,CNDB,Concord Acquisition Corp III
0001157647,WNEB,"Western New England Bancorp, Inc."
0001872302,NA,Nano Labs Ltd
0001084991,NGS,NATURAL GAS SERVICES GROUP INC
0001383062,DBE,Invesco DB Energy Fund
0001563577,GRTX,"Galera Therapeutics, Inc."
0001823896,GFX,Golden Falcon Acquisition Corp.
0001261166,NRO,NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC
0001598665,HRTG,"Heritage Insurance Holdings, Inc."
0001879297,LGVC,LAMF Global Ventures Corp. I
0001398805,BEEM,Beam Global
0001643154,ITHUF,"iANTHUS CAPITAL HOLDINGS, INC."
0001815753,TBCP,Thunder Bridge Capital Partners III Inc.
0001821812,SCAQ,Stratim Cloud Acquisition Corp.
0000839122,DMF,"BNY MELLON MUNICIPAL INCOME, INC."
0001287498,EVG,Eaton Vance Short Duration Diversified Income Fund
0001305168,ARC,"ARC DOCUMENT SOLUTIONS, INC."
0001834032,CSTA,Constellation Acquisition Corp I
0001571776,CHMI,Cherry Hill Mortgage Investment Corp
0001001902,IVAC,INTEVAC INC
0000932781,FCCO,FIRST COMMUNITY CORP /SC/
0001767837,RMBI,"Richmond Mutual Bancorporation, Inc."
0001332943,IGA,Voya Global Advantage & Premium Opportunity Fund
0001126741,GSIT,GSI TECHNOLOGY INC
0001487918,OFS,OFS Capital Corp
0001173643,TRX,TRX GOLD Corp
0000842518,EVBN,EVANS BANCORP INC
0001072725,GDRZF,GOLD RESERVE INC
0001339970,LIFE,aTYR PHARMA INC
0001318484,CTRN,Citi Trends Inc
0001175151,CTSO,Cytosorbents Corp
0001838163,DHCA,DHC Acquisition Corp.
0001158420,GGE,Green Giant Inc.
0001614806,AJX,Great Ajax Corp.
0001784535,PRCH,"Porch Group, Inc."
0001878074,BWAQ,Blue World Acquisition Corp
0001866547,GMFI,Aetherium Acquisition Corp
0001343793,BTA,BlackRock Long-Term Municipal Advantage Trust
0001606745,LTRPA,"Liberty TripAdvisor Holdings, Inc."
0001922331,GLST,Global Star Acquisition Inc.
0001828588,HNVR,"Hanover Bancorp, Inc. /NY"
0001870833,RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc."
0001828376,WMPN,William Penn Bancorporation
0001873875,IXHL,Incannex Healthcare Ltd
0001496749,HEQ,John Hancock Hedged Equity & Income Fund
0001847986,DFLI,Dragonfly Energy Holdings Corp.
0000785557,DLHC,DLH Holdings Corp.
0001504545,BWG,BrandywineGLOBAL-Global Income Opportunities Fund Inc
0001838814,JUN,Juniper II Corp.
0000759866,JHS,JOHN HANCOCK INCOME SECURITIES TRUST
0001398733,AQST,"Aquestive Therapeutics, Inc."
0001383395,SQNS,SEQUANS COMMUNICATIONS
0001696195,KNIT,KINETIC GROUP INC.
0001117480,CMRX,CHIMERIX INC
0001477081,KGEIF,Kolibri Global Energy Inc.
0001848020,BMAC,Black Mountain Acquisition Corp.
0001838513,GATE,Marblegate Acquisition Corp.
0001836274,ACAH,Atlantic Coastal Acquisition Corp.
0001866226,WTMA,Welsbach Technology Metals Acquisition Corp.
0001722010,OPBK,OP Bancorp
0000918251,MPAA,MOTORCAR PARTS OF AMERICA INC
0001728117,GOSS,"Gossamer Bio, Inc."
0001031029,SRT,"Startek, Inc."
0001608390,AFMD,Affimed N.V.
0000010329,BSET,BASSETT FURNITURE INDUSTRIES INC
0000868578,PFD,FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC
0000897802,SPE,"SPECIAL OPPORTUNITIES FUND, INC."
0000893847,HWBK,"HAWTHORN BANCSHARES, INC."
0000709283,QMCO,QUANTUM CORP /DE/
0000892992,NAZ,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND
0001946399,YS,"YS Biopharma Co., Ltd."
0000716314,GHM,GRAHAM CORP
0000876378,ASXC,"ASENSUS SURGICAL, INC."
0001819395,SOND,Sonder Holdings Inc.
0001820302,BKKT,"Bakkt Holdings, Inc."
0001163792,WEA,WESTERN ASSET PREMIER BOND FUND
0001610618,CDTX,"Cidara Therapeutics, Inc."
0001834518,NSTB,Northern Star Investment Corp. II
0001516899,YTRA,"Yatra Online, Inc."
0001783032,ELEV,"Elevation Oncology, Inc."
0001837929,NPAB,New Providence Acquisition Corp. II
0001903145,GRRR,Gorilla Technology Group Inc.
0001854275,IOAC,Innovative International Acquisition Corp.
0001752036,CALB,California BanCorp
0001752372,EZOO,Ezagoo Ltd
0001626971,CRVS,"Corvus Pharmaceuticals, Inc."
0001753706,FREE,"Whole Earth Brands, Inc."
0001895249,MCAC,Monterey Capital Acquisition Corp
0001835972,ARRW,Arrowroot Acquisition Corp.
0001707502,SLDB,Solid Biosciences Inc.
0001550603,MLVF,"MALVERN BANCORP, INC."
0001477845,ANVS,"Annovis Bio, Inc."
0001827506,TALS,"Talaris Therapeutics, Inc."
0001869141,ACAQ,Athena Consumer Acquisition Corp.
0001107421,TCRT,"Alaunos Therapeutics, Inc."
0001871745,DSAQ,Direct Selling Acquisition Corp.
0001370416,WPRT,WESTPORT FUEL SYSTEMS INC.
0001831979,GPAC,Global Partner Acquisition Corp II
0001813452,PLNHF,Planet 13 Holdings Inc.
0001888654,FEAM,"5E Advanced Materials, Inc."
0000883569,FOSL,"Fossil Group, Inc."
0001843121,OPA,Magnum Opus Acquisition Ltd
0001782223,PYXS,"Pyxis Oncology, Inc."
0000906709,NKTR,NEKTAR THERAPEUTICS
0001199004,FMN,Federated Hermes Premier Municipal Income Fund
0001743344,PYR,PyroGenesis Canada Inc.
0001539190,SPPP,SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST
0001814287,ERES,East Resources Acquisition Co
0001253689,GLYC,GLYCOMIMETICS INC
0001372299,OCGN,"Ocugen, Inc."
0001855457,KORE,"KORE Group Holdings, Inc."
0001840353,TRCA,Twin Ridge Capital Acquisition Corp.
0000072633,NRT,NORTH EUROPEAN OIL ROYALTY TRUST
0001860514,USCT,TKB Critical Technologies 1
0000880807,AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/
0001164771,NAK,NORTHERN DYNASTY MINERALS LTD
0000886136,SGA,SAGA COMMUNICATIONS INC
0001478102,DMO,Western Asset Mortgage Opportunity Fund Inc.
0000836690,ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC
0001717307,ILPT,Industrial Logistics Properties Trust
0001803914,PLBY,"PLBY Group, Inc."
0001328919,GASS,StealthGas Inc.
0001390352,ORRCF,OROCO RESOURCE CORP
0001822711,PRDS,"PARDES BIOSCIENCES, INC."
0001165002,WHG,WESTWOOD HOLDINGS GROUP INC
0001839132,MVLA,Movella Holdings Inc.
0001431959,MMAT,META MATERIALS INC.
0001897245,ACAX,Alset Capital Acquisition Corp.
0001756594,IVA,Inventiva S.A.
0000087050,NEON,Neonode Inc.
0001829953,COOL,Corner Growth Acquisition Corp.
0001875496,YGF,"YanGuFang International Group Co., Ltd"
0000908311,CMCT,Creative Media & Community Trust Corp
0001137883,BCLI,BRAINSTORM CELL THERAPEUTICS INC.
0001852633,BYN,Banyan Acquisition Corp
0001849548,ONYX,Onyx Acquisition Co. I
0001823854,SNRH,Senior Connect Acquisition Corp. I
0001823575,ZFOX,"ZeroFox Holdings, Inc."
0001893311,LUXH,LUXURBAN HOTELS INC.
0001868573,APXI,APx Acquisition Corp. I
0001578987,BANX,ArrowMark Financial Corp.
0001411688,TCS,"Container Store Group, Inc."
0001680367,STTK,"Shattuck Labs, Inc."
0001501989,CTMX,"CytomX Therapeutics, Inc."
0001907909,VOXR,Vox Royalty Corp.
0001913577,DECA,Denali Capital Acquisition Corp.
0000723646,FRAF,FRANKLIN FINANCIAL SERVICES CORP /PA/
0001726126,EPSN,Epsilon Energy Ltd.
0000355019,FONR,FONAR CORP
0001528287,NPCE,NeuroPace Inc
0001829322,SZZL,Sizzle Acquisition Corp.
0001133869,CAPR,"CAPRICOR THERAPEUTICS, INC."
0000316253,ENZ,ENZO BIOCHEM INC
0001841209,HOLO,MicroCloud Hologram Inc.
0001826011,VII,7GC & Co. Holdings Inc.
0001859310,MEOA,Minority Equality Opportunities Acquisition Inc.
0001627854,DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc."
0001437226,MHH,"Mastech Digital, Inc."
0001017491,SEEL,"SEELOS THERAPEUTICS, INC."
0001590715,AREC,American Resources Corp
0000949858,ACHV,"ACHIEVE LIFE SCIENCES, INC."
0000845379,CHN,CHINA FUND INC
0001893219,ACAB,Atlantic Coastal Acquisition Corp. II
0001509253,JSD,Nuveen Short Duration Credit Opportunities Fund
0000890119,NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND
0001774170,PWFL,"PowerFleet, Inc."
0000894671,OVBC,OHIO VALLEY BANC CORP
0001851612,BHAC,Crixus BH3 Acquisition Co
0001883788,ATAK,Aurora Technology Acquisition Corp.
0001853920,VBOC,Viscogliosi Brothers Acquisition Corp
0001827899,CPTK,Crown PropTech Acquisitions
0001602658,ISTR,Investar Holding Corp
0001129928,ONCY,ONCOLYTICS BIOTECH INC
0001645873,MDV,MODIV INC.
0001035976,FNCB,"FNCB Bancorp, Inc."
0000880641,EFSI,EAGLE FINANCIAL SERVICES INC
0001753368,SANG,Sangoma Technologies Corp
0001491419,LVO,"LiveOne, Inc."
0000725363,CVM,CEL SCI CORP
0000014177,BRID,BRIDGFORD FOODS CORP
0001672909,CPHC,Canterbury Park Holding Corp
0000008146,ALOT,"AstroNova, Inc."
0001316463,GLQ,Clough Global Equity Fund
0001022652,INSG,INSEEGO CORP.
0000016859,SRL,Scully Royalty Ltd.
0001021917,AWCA,"Awaysis Capital, Inc."
0000894351,MNP,WESTERN ASSET MUNICIPAL PARTNERS FUND INC.
0000075398,PAI,Western Asset Investment Grade Income Fund Inc.
0000748691,KF,KOREA FUND INC
